Disease Node,Gene Node,Dot Product
MONDO:0018076,577,1.92231
MONDO:0018076,9498,1.9217662
MONDO:0018076,6873,1.9213904
MONDO:0018076,1390,1.9158834
MONDO:0018076,928,1.915209
MONDO:0018076,2741,1.9142666
MONDO:0018076,5019,1.9133073
MONDO:0018076,501,1.9119405
MONDO:0018076,7456,1.9101692
MONDO:0018076,3112,1.9092458
MONDO:0018076,4082,1.9056487
MONDO:0018076,8678,1.904369
MONDO:0018076,4091,1.9032717
MONDO:0018076,2036,1.9032575
MONDO:0018076,2959,1.9031892
MONDO:0018076,7903,1.9031804
MONDO:0018076,7033,1.9012668
MONDO:0018076,402,1.9002588
MONDO:0018076,4683,1.8993351
MONDO:0018076,429,1.8988426
MONDO:0018076,7837,1.8979619
MONDO:0018076,7078,1.8972529
MONDO:0018076,6876,1.8971078
MONDO:0018076,2242,1.896788
MONDO:0018076,7443,1.8954309
MONDO:0018076,2495,1.8939837
MONDO:0018076,3118,1.8912765
MONDO:0018076,8792,1.8875766
MONDO:0018076,2589,1.8875194
MONDO:0018076,5726,1.8873059
MONDO:0018076,974,1.8866683
MONDO:0018076,7764,1.8843268
MONDO:0018076,8318,1.8837489
MONDO:0018076,7850,1.8820227
MONDO:0018076,6820,1.8780835
MONDO:0018076,6422,1.8777882
MONDO:0018076,3514,1.8775395
MONDO:0018076,258,1.8767984
MONDO:0018076,6003,1.8760749
MONDO:0018076,6746,1.8754548
MONDO:0018076,1421,1.8747615
MONDO:0018076,1761,1.8710816
MONDO:0018076,5455,1.86956
MONDO:0018076,408,1.8689313
MONDO:0018076,6496,1.8688254
MONDO:0018076,6599,1.8560433
MONDO:0018076,5646,1.8553416
MONDO:0018076,4640,1.854361
MONDO:0018076,3250,1.8534993
MONDO:0018076,2357,1.8513811
MONDO:0018076,1964,1.851139
MONDO:0018076,1725,1.8509905
MONDO:0018076,5324,1.8486125
MONDO:0018076,6651,1.8480506
MONDO:0018076,660,1.8459935
MONDO:0018076,3308,1.8450364
MONDO:0018076,731,1.8440394
MONDO:0018076,6777,1.8438851
MONDO:0018076,50,1.8438041
MONDO:0018076,7520,1.8435541
MONDO:0018076,6102,1.84081
MONDO:0018076,4437,1.8402835
MONDO:0018076,7102,1.840249
MONDO:0018076,8665,1.8344097
MONDO:0018076,5998,1.8319311
MONDO:0018076,7379,1.8318249
MONDO:0018076,9993,1.8273866
MONDO:0018076,6986,1.8273023
MONDO:0018076,2643,1.8255547
MONDO:0018076,1641,1.8251994
MONDO:0018076,7700,1.8246956
MONDO:0018076,1733,1.8228258
MONDO:0018076,6203,1.8222601
MONDO:0018076,6870,1.8177403
MONDO:0018076,2583,1.8177029
MONDO:0018076,2483,1.8162858
MONDO:0018076,394,1.8120772
MONDO:0018076,3543,1.8111297
MONDO:0018076,706,1.8071066
MONDO:0018076,4191,1.8035594
MONDO:0018076,3197,1.8023376
MONDO:0018076,3065,1.8001834
MONDO:0018076,738,1.7908512
MONDO:0018076,1642,1.7893767
MONDO:0018076,2313,1.786773
MONDO:0018076,3709,1.7864275
MONDO:0018076,5164,1.7848423
MONDO:0018076,6863,1.784802
MONDO:0018076,5689,1.782873
MONDO:0018076,7361,1.7824537
MONDO:0018076,7763,1.7809479
MONDO:0018076,9612,1.780869
MONDO:0018076,2012,1.7795569
MONDO:0018076,3568,1.7792196
MONDO:0018076,10184,1.7779871
MONDO:0018076,3502,1.7761018
MONDO:0018076,3133,1.7753932
MONDO:0018076,7596,1.7722602
MONDO:0018076,7461,1.7704221
MONDO:0018076,7503,1.7681297
MONDO:0018076,5126,1.7680081
MONDO:0018076,8543,1.7669322
MONDO:0018076,5473,1.7667233
MONDO:0018076,3459,1.7658725
MONDO:0018076,7467,1.7602059
MONDO:0018076,5345,1.758187
MONDO:0018076,6641,1.7565197
MONDO:0018076,5375,1.7564088
MONDO:0018076,8277,1.7559258
MONDO:0018076,8388,1.7559255
MONDO:0018076,1813,1.7541882
MONDO:0018076,6608,1.7535558
MONDO:0018076,2526,1.7531232
MONDO:0018076,2624,1.750878
MONDO:0018076,3990,1.7494332
MONDO:0018076,262,1.7456516
MONDO:0018076,5106,1.7423484
MONDO:0018076,4214,1.7419016
MONDO:0018076,8861,1.7414092
MONDO:0018076,3645,1.7413192
MONDO:0018076,3305,1.7402134
MONDO:0018076,7006,1.7394079
MONDO:0018076,4843,1.7380438
MONDO:0018076,3487,1.7374059
MONDO:0018076,3707,1.7369857
MONDO:0018076,6363,1.7368495
MONDO:0018076,3674,1.7365628
MONDO:0018076,9749,1.7334816
MONDO:0018076,3683,1.7301224
MONDO:0018076,3840,1.7288613
MONDO:0018076,3595,1.7286918
MONDO:0018076,3211,1.7275275
MONDO:0018076,3485,1.7247318
MONDO:0018076,7916,1.7235463
MONDO:0018076,6601,1.720334
MONDO:0018076,9627,1.7197361
MONDO:0018076,3949,1.7170485
MONDO:0018076,310,1.7162437
MONDO:0018076,3110,1.7160585
MONDO:0018076,5756,1.7156746
MONDO:0018076,2730,1.7146754
MONDO:0018076,2792,1.7112163
MONDO:0018076,2192,1.7109197
MONDO:0018076,1376,1.7104852
MONDO:0018076,6285,1.7078269
MONDO:0018076,2078,1.7055275
MONDO:0018076,9829,1.705306
MONDO:0018076,1551,1.7013361
MONDO:0018076,2653,1.7009796
MONDO:0018076,4430,1.7006716
MONDO:0018076,307,1.7006689
MONDO:0018076,7480,1.699085
MONDO:0018076,7594,1.699085
MONDO:0018076,1393,1.6986878
MONDO:0018076,1244,1.6980073
MONDO:0018076,817,1.6966928
MONDO:0018076,285,1.6962951
MONDO:0018076,6531,1.695707
MONDO:0018076,7478,1.6937716
MONDO:0018076,8398,1.6937716
MONDO:0018076,8419,1.6937716
MONDO:0018076,2936,1.6937602
MONDO:0018076,594,1.6913435
MONDO:0018076,2582,1.6910425
MONDO:0018076,8909,1.6902052
MONDO:0018076,187,1.6876343
MONDO:0018076,8163,1.6861941
MONDO:0018076,7458,1.6852578
MONDO:0018076,2802,1.684514
MONDO:0018076,5816,1.6825358
MONDO:0018076,2065,1.682448
MONDO:0018076,4308,1.6778759
MONDO:0018076,5982,1.6768494
MONDO:0018076,2775,1.6754525
MONDO:0018076,9639,1.6728842
MONDO:0018076,7518,1.6723483
MONDO:0018076,9230,1.6704913
MONDO:0018076,7643,1.6703743
MONDO:0018076,3860,1.6702975
MONDO:0018076,2273,1.6670647
MONDO:0018076,7398,1.6659964
MONDO:0018076,3696,1.6656522
MONDO:0018076,563,1.6653427
MONDO:0018076,3206,1.6615055
MONDO:0018076,5747,1.6609452
MONDO:0018076,3083,1.660411
MONDO:0018076,1146,1.6600167
MONDO:0018076,5209,1.65824
MONDO:0018076,9508,1.6564558
MONDO:0018076,6191,1.6558622
MONDO:0018076,9223,1.6557777
MONDO:0018076,205,1.6535956
MONDO:0018076,4318,1.6517979
MONDO:0018076,8499,1.6514053
MONDO:0018076,7474,1.6512711
MONDO:0018076,5978,1.6500549
MONDO:0018076,3073,1.6482325
MONDO:0018076,3817,1.6479871
MONDO:0018076,1395,1.6471246
MONDO:0018076,4654,1.6464397
MONDO:0018076,3300,1.6437519
MONDO:0018076,6157,1.640627
MONDO:0018076,8214,1.6404063
MONDO:0018076,5699,1.6401592
MONDO:0018076,2906,1.6394495
MONDO:0018076,10155,1.6389107
MONDO:0018076,5268,1.6363182
MONDO:0018076,5367,1.6355335
MONDO:0018076,3868,1.6353495
MONDO:0018076,4340,1.6345794
MONDO:0018076,7936,1.6343828
MONDO:0018076,2054,1.6327028
MONDO:0018076,3567,1.6323357
MONDO:0018076,204,1.6320158
MONDO:0018076,1870,1.6316826
MONDO:0018076,2875,1.6312526
MONDO:0018076,3627,1.6296108
MONDO:0018076,1081,1.6287564
MONDO:0018076,4489,1.6287165
MONDO:0018076,29,1.6283685
MONDO:0018076,2952,1.6266354
MONDO:0018076,5828,1.6246407
MONDO:0018076,4319,1.6231618
MONDO:0018076,1780,1.6220908
MONDO:0018076,7226,1.6210151
MONDO:0018076,7773,1.6196482
MONDO:0018076,1690,1.6152197
MONDO:0018076,8570,1.6149073
MONDO:0018076,8558,1.6144694
MONDO:0018076,9049,1.6127275
MONDO:0018076,1586,1.6082803
MONDO:0018076,238,1.6075748
MONDO:0018076,4893,1.606925
MONDO:0018076,271,1.6051517
MONDO:0018076,1411,1.6046757
MONDO:0018076,374,1.6011418
MONDO:0018076,822,1.5997218
MONDO:0018076,4052,1.5993892
MONDO:0018076,9368,1.5992512
MONDO:0018076,5894,1.5972753
MONDO:0018076,5253,1.5971394
MONDO:0018076,6247,1.5955609
MONDO:0018076,2915,1.594161
MONDO:0018076,2977,1.5921077
MONDO:0018076,3156,1.5920284
MONDO:0018076,7038,1.5897483
MONDO:0018076,7328,1.5893564
MONDO:0018076,1806,1.5872242
MONDO:0018076,6570,1.586734
MONDO:0018076,5444,1.5862235
MONDO:0018076,665,1.5851655
MONDO:0018076,5993,1.5847406
MONDO:0018076,1130,1.5838553
MONDO:0018076,47,1.5820262
MONDO:0018076,9686,1.5798141
MONDO:0018076,3394,1.5797828
MONDO:0018076,158,1.5797828
MONDO:0018076,10195,1.5797828
MONDO:0018076,3920,1.5794777
MONDO:0018076,5819,1.5793667
MONDO:0018076,109,1.5788935
MONDO:0018076,5443,1.5786289
MONDO:0018076,7475,1.576419
MONDO:0018076,1618,1.5755465
MONDO:0018076,9559,1.5741717
MONDO:0018076,4841,1.5730048
MONDO:0018076,8287,1.5728176
MONDO:0018076,7454,1.5719938
MONDO:0018076,4317,1.5714071
MONDO:0018076,2868,1.5713891
MONDO:0018076,6160,1.5708948
MONDO:0018076,2793,1.56489
MONDO:0018076,9401,1.562074
MONDO:0018076,107,1.5616802
MONDO:0018076,4838,1.5587255
MONDO:0018076,1137,1.5585853
MONDO:0018076,1562,1.558559
MONDO:0018076,6387,1.5542032
MONDO:0018076,345,1.553914
MONDO:0018076,2978,1.5535766
MONDO:0018076,2559,1.5529453
MONDO:0018076,7481,1.5526532
MONDO:0018076,4573,1.55238
MONDO:0018076,1820,1.5499159
MONDO:0018076,2120,1.5458407
MONDO:0018076,9348,1.5440714
MONDO:0018076,1673,1.5438308
MONDO:0018076,5871,1.5421218
MONDO:0018076,759,1.5420146
MONDO:0018076,3800,1.5413895
MONDO:0018076,6442,1.5411872
MONDO:0018076,329,1.540867
MONDO:0018076,1297,1.5405973
MONDO:0018076,7707,1.5345727
MONDO:0018076,4942,1.5324055
MONDO:0018076,7175,1.5321442
MONDO:0018076,8402,1.5305561
MONDO:0018076,4697,1.529996
MONDO:0018076,9897,1.528262
MONDO:0018076,10137,1.5282618
MONDO:0018076,1428,1.5238597
MONDO:0018076,7515,1.5230443
MONDO:0018076,3417,1.5228782
MONDO:0018076,1948,1.5217555
MONDO:0018076,1299,1.5212784
MONDO:0018076,9402,1.5208826
MONDO:0018076,6307,1.5208398
MONDO:0018076,1131,1.5203226
MONDO:0018076,5889,1.5199602
MONDO:0018076,4695,1.5196122
MONDO:0018076,4927,1.5175552
MONDO:0018076,9702,1.5174463
MONDO:0018076,1535,1.5165052
MONDO:0018076,796,1.5157245
MONDO:0018076,4605,1.5155493
MONDO:0018076,4204,1.5132817
MONDO:0018076,5007,1.5117068
MONDO:0018076,8929,1.5109483
MONDO:0018076,916,1.5102521
MONDO:0018076,826,1.5093282
MONDO:0018076,4745,1.5092722
MONDO:0018076,2630,1.5084554
MONDO:0018076,1652,1.506936
MONDO:0018076,8378,1.5064075
MONDO:0018076,729,1.5058187
MONDO:0018076,3665,1.5046133
MONDO:0018076,9874,1.5039444
MONDO:0018076,1537,1.5032533
MONDO:0018076,2996,1.502528
MONDO:0018076,6017,1.501021
MONDO:0018076,7741,1.4999166
MONDO:0018076,5313,1.4988601
MONDO:0018076,7429,1.4986755
MONDO:0018076,2815,1.4979408
MONDO:0018076,8292,1.497621
MONDO:0018076,226,1.4962366
MONDO:0018076,1735,1.4949826
MONDO:0018076,1615,1.4948211
MONDO:0018076,6401,1.4935242
MONDO:0018076,7545,1.4917303
MONDO:0018076,4790,1.4906517
MONDO:0018076,1829,1.4861231
MONDO:0018076,2317,1.4836483
MONDO:0018076,2904,1.4834645
MONDO:0018076,117,1.4826823
MONDO:0018076,7477,1.4816432
MONDO:0018076,8409,1.4816432
MONDO:0018076,8623,1.4816432
MONDO:0018076,8289,1.4816432
MONDO:0018076,8290,1.4816432
MONDO:0018076,1795,1.4803624
MONDO:0018076,7453,1.4799691
MONDO:0018076,840,1.4794358
MONDO:0018076,81,1.4791577
MONDO:0018076,4723,1.4755226
MONDO:0018076,7913,1.4747918
MONDO:0018076,488,1.4747272
MONDO:0018076,5283,1.4737004
MONDO:0018076,800,1.4727448
MONDO:0018076,7711,1.4727194
MONDO:0018076,2521,1.4718423
MONDO:0018076,7448,1.4716648
MONDO:0018076,7528,1.4707005
MONDO:0018076,4520,1.4704468
MONDO:0018076,3918,1.468923
MONDO:0018076,8437,1.4674406
MONDO:0018076,797,1.4658946
MONDO:0018076,944,1.4653198
MONDO:0018076,6035,1.4645646
MONDO:0018076,1429,1.4645069
MONDO:0018076,357,1.4635758
MONDO:0018076,4166,1.4634115
MONDO:0018076,7430,1.4632072
MONDO:0018076,1515,1.4631919
MONDO:0018076,7352,1.4626828
MONDO:0018076,1311,1.4614974
MONDO:0018076,6941,1.4603715
MONDO:0018076,2752,1.4602231
MONDO:0018076,8412,1.4598033
MONDO:0018076,8625,1.4598033
MONDO:0018076,590,1.4592167
MONDO:0018076,4558,1.4571018
MONDO:0018076,1134,1.4564443
MONDO:0018076,3575,1.456392
MONDO:0018076,6281,1.4561069
MONDO:0018076,8434,1.4557211
MONDO:0018076,4026,1.4550096
MONDO:0018076,8334,1.4503715
MONDO:0018076,3283,1.4484608
MONDO:0018076,2969,1.4481461
MONDO:0018076,602,1.4476403
MONDO:0018076,9189,1.4476403
MONDO:0018076,10059,1.4473436
MONDO:0018076,4836,1.4464023
MONDO:0018076,5597,1.4446064
MONDO:0018076,7905,1.4438521
MONDO:0018076,4218,1.4421512
MONDO:0018076,7223,1.4393473
MONDO:0018076,9825,1.4393473
MONDO:0018076,9709,1.4393473
MONDO:0018076,9319,1.4392556
MONDO:0018076,3090,1.439062
MONDO:0018076,2091,1.4385287
MONDO:0018076,7775,1.4385287
MONDO:0018076,8505,1.4385287
MONDO:0018076,1215,1.4384396
MONDO:0018076,4609,1.4368042
MONDO:0018076,9148,1.4366452
MONDO:0018076,2069,1.43461
MONDO:0018076,4739,1.4345337
MONDO:0018076,5921,1.433541
MONDO:0018076,585,1.4312223
MONDO:0018076,2899,1.4303373
MONDO:0018076,4360,1.4300561
MONDO:0018076,9104,1.4298042
MONDO:0018076,2208,1.4296929
MONDO:0018076,4688,1.4288926
MONDO:0018076,9688,1.426094
MONDO:0018076,113,1.4257376
MONDO:0018076,1298,1.4250461
MONDO:0018076,3694,1.4250156
MONDO:0018076,1105,1.42442
MONDO:0018076,2849,1.4241871
MONDO:0018076,2651,1.4230704
MONDO:0018076,2669,1.4223789
MONDO:0018076,6714,1.4216486
MONDO:0018076,351,1.421188
MONDO:0018076,3579,1.420352
MONDO:0018076,1291,1.4199735
MONDO:0018076,3891,1.4198809
MONDO:0018076,4150,1.4195669
MONDO:0018076,7834,1.4195181
MONDO:0018076,5558,1.4183582
MONDO:0018076,5471,1.4174404
MONDO:0018076,6573,1.4158586
MONDO:0018076,2244,1.4157935
MONDO:0018076,2332,1.4154688
MONDO:0018076,2596,1.4146988
MONDO:0018076,9242,1.4145461
MONDO:0018076,8856,1.4138232
MONDO:0018076,8407,1.4136685
MONDO:0018076,3759,1.4133136
MONDO:0018076,10179,1.4115987
MONDO:0018076,2492,1.4115134
MONDO:0018076,1489,1.4111856
MONDO:0018076,6344,1.4094155
MONDO:0018076,468,1.4090931
MONDO:0018076,3727,1.4089223
MONDO:0018076,9575,1.4089223
MONDO:0018076,1756,1.4089223
MONDO:0018076,9562,1.4089223
MONDO:0018076,1959,1.4083959
MONDO:0018076,4693,1.4073951
MONDO:0018076,9833,1.4072124
MONDO:0018076,8864,1.4066987
MONDO:0018076,4729,1.4058982
MONDO:0018076,4279,1.4046474
MONDO:0018076,1010,1.4040561
MONDO:0018076,2639,1.4031855
MONDO:0018076,8928,1.4027749
MONDO:0018076,4361,1.4024986
MONDO:0018076,2305,1.4020272
MONDO:0018076,9915,1.4018507
MONDO:0018076,7543,1.4012746
MONDO:0018076,3169,1.4012746
MONDO:0018076,7485,1.4012746
MONDO:0018076,229,1.4012746
MONDO:0018076,2321,1.4012746
MONDO:0018076,8205,1.4012746
MONDO:0018076,9276,1.4005762
MONDO:0018076,2592,1.4003038
MONDO:0018076,688,1.3992374
MONDO:0018076,5428,1.3981893
MONDO:0018076,491,1.3975393
MONDO:0018076,6402,1.3970653
MONDO:0018076,6546,1.3970593
MONDO:0018076,2954,1.39604
MONDO:0018076,1794,1.3950913
MONDO:0018076,3508,1.3950238
MONDO:0018076,4907,1.39202
MONDO:0018076,4508,1.3917625
MONDO:0018076,1718,1.3916414
MONDO:0018076,919,1.391091
MONDO:0018076,1379,1.3910446
MONDO:0018076,3915,1.3910366
MONDO:0018076,2245,1.3909539
MONDO:0018076,9551,1.390008
MONDO:0018076,1399,1.3894894
MONDO:0018076,7531,1.387874
MONDO:0018076,9590,1.3869752
MONDO:0018076,6426,1.3842218
MONDO:0018076,8631,1.3842218
MONDO:0018076,5961,1.3836377
MONDO:0018076,7021,1.3834474
MONDO:0018076,1006,1.3834474
MONDO:0018076,4351,1.3828716
MONDO:0018076,7132,1.3824081
MONDO:0018076,6860,1.3818357
MONDO:0018076,5519,1.3817487
MONDO:0018076,4747,1.38105
MONDO:0018076,5734,1.3800834
MONDO:0018076,10000,1.3799379
MONDO:0018076,763,1.3799379
MONDO:0018076,166,1.3796809
MONDO:0018076,2331,1.3795502
MONDO:0018076,4255,1.3792248
MONDO:0018076,7839,1.3773983
MONDO:0018076,143,1.3773409
MONDO:0018076,2185,1.3770808
MONDO:0018076,999,1.3767575
MONDO:0018076,6910,1.3761085
MONDO:0018076,4174,1.3758353
MONDO:0018076,6122,1.3756715
MONDO:0018076,1555,1.375368
MONDO:0018076,119,1.3738073
MONDO:0018076,240,1.3737389
MONDO:0018076,269,1.3734591
MONDO:0018076,3614,1.3730363
MONDO:0018076,4720,1.3725722
MONDO:0018076,9806,1.3719767
MONDO:0018076,6568,1.3695493
MONDO:0018076,5802,1.3695493
MONDO:0018076,7726,1.369463
MONDO:0018076,552,1.3675466
MONDO:0018076,990,1.3664522
MONDO:0018076,3431,1.3661084
MONDO:0018076,6948,1.3659569
MONDO:0018076,162,1.3656508
MONDO:0018076,460,1.3635939
MONDO:0018076,6154,1.3620651
MONDO:0018076,5793,1.3611708
MONDO:0018076,1760,1.3602561
MONDO:0018076,8165,1.3599737
MONDO:0018076,8328,1.3598908
MONDO:0018076,1380,1.3566632
MONDO:0018076,4216,1.3555208
MONDO:0018076,4796,1.3552387
MONDO:0018076,2222,1.3551844
MONDO:0018076,4716,1.3531199
MONDO:0018076,4571,1.3480949
MONDO:0018076,3993,1.3480949
MONDO:0018076,5587,1.3480949
MONDO:0018076,1200,1.3480949
MONDO:0018076,6988,1.3474188
MONDO:0018076,3132,1.3473324
MONDO:0018076,9774,1.3456855
MONDO:0018076,5100,1.3456855
MONDO:0018076,7508,1.3456788
MONDO:0018076,8404,1.3456786
MONDO:0018076,8189,1.3456786
MONDO:0018076,5010,1.345573
MONDO:0018076,4643,1.3448421
MONDO:0018076,5257,1.3446108
MONDO:0018076,2877,1.3445914
MONDO:0018076,2187,1.3442408
MONDO:0018076,9248,1.3441437
MONDO:0018076,8200,1.3439121
MONDO:0018076,4291,1.3437736
MONDO:0018076,6346,1.342394
MONDO:0018076,2693,1.3407376
MONDO:0018076,6337,1.3404171
MONDO:0018076,7099,1.3391955
